timestamp,spot_price,futures_price,strike,call_chg_oi,call_oi,price,put_oi,put_chg_oi,call_chg_oi_class,call_oi_class,put_oi_class,put_chg_oi_class,highlighted,every_500
2025-06-24 09:15,56526.7,56487.4,61500,0,223.29K,,420,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,1
2025-06-24 09:15,56526.7,56487.4,61400,0,8.85K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,61300,0,4.78K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,61200,0,8.21K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,61100,0,4.95K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,61000,0,746.40K,,23.54K,0,call-chg-oi-1,call-oi-3,put-oi-1,put-chg-oi-1,0,1
2025-06-24 09:15,56526.7,56487.4,60900,0,24.72K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,60800,0,24.55K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,60700,0,35.37K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,60600,0,37.77K,,190,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,60500,0,295.17K,,35,0,call-chg-oi-1,call-oi-2,put-oi-1,put-chg-oi-1,0,1
2025-06-24 09:15,56526.7,56487.4,60400,0,42.66K,,125,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,60300,0,47.85K,,120,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,60200,0,110.25K,,60,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,60100,0,33.66K,,180,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,60000,0,1.46M,,105.95K,0,call-chg-oi-1,call-oi-6,put-oi-1,put-chg-oi-1,0,1
2025-06-24 09:15,56526.7,56487.4,59900,0,47.07K,,65,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,59800,0,58.62K,,295,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,59700,0,187.24K,,225,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,59600,0,72.54K,,230,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,59500,0,757.65K,,1.95K,0,call-chg-oi-1,call-oi-3,put-oi-1,put-chg-oi-1,0,1
2025-06-24 09:15,56526.7,56487.4,59400,0,64.12K,,125,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,59300,0,64.38K,,300,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,59200,0,73.39K,,590,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,59100,0,67.14K,,850,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,59000,0,1.64M,,19.62K,0,call-chg-oi-1,call-oi-7,put-oi-1,put-chg-oi-1,0,1
2025-06-24 09:15,56526.7,56487.4,58900,0,79.00K,,400,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,58800,0,108.97K,,280,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,58700,0,70.44K,,335,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,58600,0,103.83K,,320,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,58500,0,1.03M,,13.38K,0,call-chg-oi-1,call-oi-4,put-oi-1,put-chg-oi-1,0,1
2025-06-24 09:15,56526.7,56487.4,58400,0,97.00K,,215,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,58300,0,115.01K,,615,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,58200,0,135.09K,,2.23K,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,58100,0,134.37K,,1.24K,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,58000,0,1.86M,,135.31K,0,call-chg-oi-1,call-oi-8,put-oi-1,put-chg-oi-1,0,1
2025-06-24 09:15,56526.7,56487.4,57900,0,177.19K,,2.54K,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,57800,0,222.84K,,4.49K,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,57700,0,167.29K,,3.46K,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,57600,0,159.27K,,4.40K,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-24 09:15,56526.7,56487.4,57500,0,1.30M,,82.55K,0,call-chg-oi-1,call-oi-5,put-oi-1,put-chg-oi-1,0,1
