timestamp,spot_price,futures_price,strike,call_chg_oi,call_oi,price,put_oi,put_chg_oi,call_chg_oi_class,call_oi_class,put_oi_class,put_chg_oi_class,highlighted,every_500
2025-06-23 08:22,56252.85,56292.8,61300,-390,6.88K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,61200,-1.17K,8.56K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,61100,-30,7.80K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,61000,-80.91K,784.24K,,23.36K,-1.11K,call-chg-oi-2,call-oi-4,put-oi-1,put-chg-oi-1,0,1
2025-06-23 08:22,56252.85,56292.8,60900,-8.04K,29.67K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,60800,-1.77K,31.68K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,60700,840,40.89K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,60600,-4.41K,44.67K,,190,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,60500,-61.32K,351.42K,,35,0,call-chg-oi-2,call-oi-2,put-oi-1,put-chg-oi-1,0,1
2025-06-23 08:22,56252.85,56292.8,60400,990,50.02K,,155,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,60300,-7.65K,52.29K,,120,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,60200,10.59K,110.25K,,60,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,60100,-4.98K,44.83K,,180,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,60000,-116.13K,1.65M,,104.56K,-3.36K,call-chg-oi-3,call-oi-7,put-oi-1,put-chg-oi-1,0,1
2025-06-23 08:22,56252.85,56292.8,59900,-17.97K,48.58K,,65,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,59800,-18.60K,62.16K,,295,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,59700,1.08K,198.00K,,225,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,59600,6.36K,74.16K,,230,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,59500,-279.33K,719.57K,,1.80K,0,call-chg-oi-7,call-oi-3,put-oi-1,put-chg-oi-1,0,1
2025-06-23 08:22,56252.85,56292.8,59400,-10.71K,57.65K,,125,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,59300,-14.46K,49.98K,,300,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,59200,-39.87K,59.41K,,590,-60,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,59100,240,55.56K,,850,270,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,59000,-419.13K,1.59M,,19.77K,-2.28K,call-chg-oi-10,call-oi-7,put-oi-1,put-chg-oi-1,0,1
2025-06-23 08:22,56252.85,56292.8,58900,-12.09K,77.89K,,400,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,58800,-136.14K,94.33K,,280,0,call-chg-oi-4,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,58700,24.15K,90.50K,,335,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,58600,11.55K,79.23K,,320,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,58500,-213.24K,1.09M,,15.14K,-7.35K,call-chg-oi-6,call-oi-5,put-oi-1,put-chg-oi-1,0,1
2025-06-23 08:22,56252.85,56292.8,58400,-1.32K,93.82K,,180,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 08:22,56252.85,56292.8,58300,10.08K,138.38K,,615,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
