timestamp,spot_price,futures_price,strike,call_chg_oi,call_oi,price,put_oi,put_chg_oi,call_chg_oi_class,call_oi_class,put_oi_class,put_chg_oi_class,highlighted,every_500
2025-06-23 09:15,55867.4,56069.8,61000,0,784.24K,,23.36K,0,call-chg-oi-1,call-oi-4,put-oi-1,put-chg-oi-1,0,1
2025-06-23 09:15,55867.4,56069.8,60900,0,29.67K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 09:15,55867.4,56069.8,60800,0,31.68K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 09:15,55867.4,56069.8,60700,0,40.89K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 09:15,55867.4,56069.8,60600,0,44.67K,,190,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 09:15,55867.4,56069.8,60500,0,351.42K,,35,0,call-chg-oi-1,call-oi-2,put-oi-1,put-chg-oi-1,0,1
2025-06-23 09:15,55867.4,56069.8,60400,0,50.02K,,155,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 09:15,55867.4,56069.8,60300,0,52.29K,,120,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 09:15,55867.4,56069.8,60200,0,110.25K,,60,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 09:15,55867.4,56069.8,60100,0,44.83K,,180,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-23 09:15,55867.4,56069.8,60000,0,1.65M,,104.56K,0,call-chg-oi-1,call-oi-7,put-oi-1,put-chg-oi-1,0,1
2025-06-23 09:15,55867.4,56069.8,59900,0,48.58K,,65,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
