timestamp,spot_price,futures_price,strike,call_chg_oi,call_oi,price,put_oi,put_chg_oi,call_chg_oi_class,call_oi_class,put_oi_class,put_chg_oi_class,highlighted,every_500
2025-06-26 09:15,56701,56611.6,61700,0,5.22K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,61600,0,12.30K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,61500,0,141.03K,,420,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,1
2025-06-26 09:15,56701,56611.6,61400,0,4.74K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,61300,0,5.62K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,61200,0,8.69K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,61100,0,5.94K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,61000,0,650.88K,,20.41K,0,call-chg-oi-1,call-oi-3,put-oi-1,put-chg-oi-1,0,1
2025-06-26 09:15,56701,56611.6,60900,0,11.49K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,60800,0,11.44K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,60700,0,18.75K,,0,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,60600,0,29.55K,,190,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,60500,0,224.70K,,140,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,1
2025-06-26 09:15,56701,56611.6,60400,0,49.42K,,125,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,60300,0,48.36K,,120,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,60200,0,83.13K,,60,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,60100,0,24.37K,,180,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,60000,0,1.20M,,103.92K,0,call-chg-oi-1,call-oi-5,put-oi-1,put-chg-oi-1,0,1
2025-06-26 09:15,56701,56611.6,59900,0,31.20K,,65,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,59800,0,81.73K,,400,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,59700,0,106.76K,,225,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,59600,0,68.22K,,230,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,59500,0,638.74K,,1.99K,0,call-chg-oi-1,call-oi-3,put-oi-1,put-chg-oi-1,0,1
2025-06-26 09:15,56701,56611.6,59400,0,66.94K,,125,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,59300,0,43.41K,,300,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,59200,0,63.48K,,770,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,59100,0,74.70K,,610,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,59000,0,1.49M,,22.52K,0,call-chg-oi-1,call-oi-6,put-oi-1,put-chg-oi-1,0,1
2025-06-26 09:15,56701,56611.6,58900,0,82.25K,,400,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,58800,0,115.36K,,250,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
2025-06-26 09:15,56701,56611.6,58700,0,157.16K,,370,0,call-chg-oi-1,call-oi-1,put-oi-1,put-chg-oi-1,0,0
